date,map_name,game_win,ban_a_us,ban_a_op,ban_d_us,ban_d_op,gtype,nrounds,score_us,score_op,round_1_site,round_1_side,round_1_win,round_1_rtype,round_1_endcondition,round_1_date,ema_round_1_opperator,ema_round_1_kills,ema_round_1_assists,ema_round_1_survived,ema_round_1_entryfrag,ema_round_1_diffuser,ema_round_1_cluth,mihnea_round_1_opperator,mihnea_round_1_kills,mihnea_round_1_assists,mihnea_round_1_survived,mihnea_round_1_entryfrag,mihnea_round_1_diffuser,mihnea_round_1_cluth,round_2_site,round_2_side,round_2_win,round_2_rtype,round_2_endcondition,round_2_date,ema_round_2_opperator,ema_round_2_kills,ema_round_2_assists,ema_round_2_survived,ema_round_2_entryfrag,ema_round_2_diffuser,ema_round_2_cluth,mihnea_round_2_opperator,mihnea_round_2_kills,mihnea_round_2_assists,mihnea_round_2_survived,mihnea_round_2_entryfrag,mihnea_round_2_diffuser,mihnea_round_2_cluth,round_3_site,round_3_side,round_3_win,round_3_rtype,round_3_endcondition,round_3_date,ema_round_3_opperator,ema_round_3_kills,ema_round_3_assists,ema_round_3_survived,ema_round_3_entryfrag,ema_round_3_diffuser,ema_round_3_cluth,mihnea_round_3_opperator,mihnea_round_3_kills,mihnea_round_3_assists,mihnea_round_3_survived,mihnea_round_3_entryfrag,mihnea_round_3_diffuser,mihnea_round_3_cluth,round_4_site,round_4_side,round_4_win,round_4_rtype,round_4_endcondition,round_4_date,ema_round_4_opperator,ema_round_4_kills,ema_round_4_assists,ema_round_4_survived,ema_round_4_entryfrag,ema_round_4_diffuser,ema_round_4_cluth,mihnea_round_4_opperator,mihnea_round_4_kills,mihnea_round_4_assists,mihnea_round_4_survived,mihnea_round_4_entryfrag,mihnea_round_4_diffuser,mihnea_round_4_cluth,round_5_site,round_5_side,round_5_win,round_5_rtype,round_5_endcondition,round_5_date,ema_round_5_opperator,ema_round_5_kills,ema_round_5_assists,ema_round_5_survived,ema_round_5_entryfrag,ema_round_5_diffuser,ema_round_5_cluth,mihnea_round_5_opperator,mihnea_round_5_kills,mihnea_round_5_assists,mihnea_round_5_survived,mihnea_round_5_entryfrag,mihnea_round_5_diffuser,mihnea_round_5_cluth,round_6_site,round_6_side,round_6_win,round_6_rtype,round_6_endcondition,round_6_date,ema_round_6_opperator,ema_round_6_kills,ema_round_6_assists,ema_round_6_survived,ema_round_6_entryfrag,ema_round_6_diffuser,ema_round_6_cluth,mihnea_round_6_opperator,mihnea_round_6_kills,mihnea_round_6_assists,mihnea_round_6_survived,mihnea_round_6_entryfrag,mihnea_round_6_diffuser,mihnea_round_6_cluth,round_7_site,round_7_side,round_7_win,round_7_rtype,round_7_endcondition,round_7_date,ema_round_7_opperator,ema_round_7_kills,ema_round_7_assists,ema_round_7_survived,ema_round_7_entryfrag,ema_round_7_diffuser,ema_round_7_cluth,mihnea_round_7_opperator,mihnea_round_7_kills,mihnea_round_7_assists,mihnea_round_7_survived,mihnea_round_7_entryfrag,mihnea_round_7_diffuser,mihnea_round_7_cluth,round_8_site,round_8_side,round_8_win,round_8_rtype,round_8_endcondition,round_8_date,ema_round_8_opperator,ema_round_8_kills,ema_round_8_assists,ema_round_8_survived,ema_round_8_entryfrag,ema_round_8_diffuser,ema_round_8_cluth,mihnea_round_8_opperator,mihnea_round_8_kills,mihnea_round_8_assists,mihnea_round_8_survived,mihnea_round_8_entryfrag,mihnea_round_8_diffuser,mihnea_round_8_cluth,round_9_site,round_9_side,round_9_win,round_9_rtype,round_9_endcondition,round_9_date,ema_round_9_opperator,ema_round_9_kills,ema_round_9_assists,ema_round_9_survived,ema_round_9_entryfrag,ema_round_9_diffuser,ema_round_9_cluth,mihnea_round_9_opperator,mihnea_round_9_kills,mihnea_round_9_assists,mihnea_round_9_survived,mihnea_round_9_entryfrag,mihnea_round_9_diffuser,mihnea_round_9_cluth
,Bank,True,Fuze,Blitz,Fenrir,clash,,9,5,4,4,defense,True,,,,Mute,1,,True,,,,Mira,,,,,,,1,defense,False,,,,Thorn,0,,False,,,,Lesion,,,,,,,1,defense,True,,,,Thorn,0,,False,,,,Lesion,,,,,,,1,attack,False,,,,Dokkaebi,0.0,,False,,,,IQ,,,,,,,4,attack,True,,,,Dokkaebi,0.0,,False,,,,Ying,,,,,,,2,attack,False,,,,IQ,0.0,,False,,,,Ram,,,,,,,4,defense,True,,,,Mute,0.0,,False,,,,Mira,,,,,,,1,attack,False,,,,nokk,0.0,,False,,,,Osa,,,,,,,1,defense,True,,,,Alibi,0.0,,False,,,,Lesion,,,,,,
,Bank,False,Jackal,Ram,Fenrir,Clash,,9,4,5,1,defense,True,,,,Thorn,0,,False,,,,Lesion,,,,,,,4,defense,True,,,,Mute,0,,True,,,,Mira,,,,,,,2,defense,True,,,,Alibi,2,,False,,,,Kapkan,,,,,,,1,attack,False,,,,nokk,1.0,,False,,,,Grim,,,,,,,4,attack,False,,,,nokk,1.0,,False,,,,Ying,,,,,,,2,attack,False,,,,nokk,0.0,,False,,,,Sledge,,,,,,,1,defense,False,,,,Thorn,2.0,,False,,,,Lesion,,,,,,,1,attack,True,,,,Finka,0.0,,True,,,,Ying,,,,,,,4,defense,False,,,,Mute,0.0,,False,,,,Mira,,,,,,
,Skyscraper,False,Fuze,Jackal,Caveira,Fenrir,,5,1,4,2,defense,False,,,,Thorn,0,,False,,,,Lesion,,,,,,,1,defense,False,,,,Thorn,0,,False,,,,Lesion,,,,,,,2,defense,False,,,,Thorn,0,,False,,,,Kapkan,,,,,,,2,attack,True,,,,Thermite,0.0,,True,,,,Gridlock,,,,,,,1,attack,False,,,,Thermite,0.0,,False,,,,Gridlock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Border,True,Thatcher,Jackal,Caveira,Clash,,6,4,2,1,attack,False,,,,nokk,1,,False,,,,Ying,,,,,,,2,attack,True,,,,nokk,0,,False,,,,Ram,,,,,,,1,attack,True,,,,nokk,1,,True,,,,Ram,,,,,,,1,defense,False,,,,Thorn,0.0,,False,,,,Vigil,,,,,,,1,defense,True,,,,Thorn,1.0,,True,,,,Fenrir,,,,,,,2,defense,True,,,,Thorn,2.0,,True,,,,Lesion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Consulate,False,Thatcher,nothing,Fenrir,Caveira,,5,1,4,1,defense,False,,,,Thorn,0,,False,,,,Lesion,,,,,,,4,defense,True,,,,tubarao,1,,True,,,,Kaid,,,,,,,2,defense,False,,,,Thorn,0,,False,,,,Lesion,,,,,,,1,attack,False,,,,nokk,0.0,,False,,,,Jackal,,,,,,,4,attack,False,,,,nokk,1.0,,False,,,,Ying,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Border,False,Dokkaebi,nothing,Fenrir,Clash,,5,1,4,1,attack,False,,,,Thermite,0,,False,,,,Ram,,,,,,,2,attack,False,,,,nokk,0,,False,,,,Ram,,,,,,,4,attack,True,,,,nokk,0,,False,,,,Ram,,,,,,,1,defense,False,,,,Thorn,0.0,,False,,,,Kapkan,,,,,,,2,defense,False,,,,Thorn,1.0,,False,,,,Lesion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Theme Park,False,Blitz,nothing,Caveira,Clash,,6,2,4,1,attack,True,,,,IQ,1,,True,,,,Ying,,,,,,,1,attack,True,,,,nokk,0,,True,,,,Ying,,,,,,,2,attack,False,,,,nokk,0,,False,,,,Hibana,,,,,,,1,defense,False,,,,Alibi,0.0,,False,,,,Azami,,,,,,,3,defense,False,,,,Alibi,0.0,,False,,,,Azami,,,,,,,2,defense,False,,,,Alibi,0.0,,False,,,,Echo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Border,False,Dokkaebi,Jackal,Fenrir,Caveira,,6,2,4,1,defense,True,,,,Thorn,1,,True,,,,Kapkan,,,,,,,2,defense,False,,,,Thorn,0,,False,,,,Lesion,,,,,,,2,defense,False,,,,Thorn,0,,False,,,,Lesion,,,,,,,1,attack,False,,,,nokk,0.0,,False,,,,Ying,,,,,,,2,attack,True,,,,nokk,2.0,,True,,,,Ram,,,,,,,4,attack,False,,,,Nomad,3.0,,False,,,,Ram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Border,False,Jackal,Dokkaebi,Clash,Fenrir,,5,1,4,1,defense,False,,,,Rook,1,,False,,,,Doc,,,,,,,2,defense,True,,,,Rook,0,,False,,,,Doc,,,,,,,3,defense,False,,,,Rook,1,,False,,,,Doc,,,,,,,1,attack,False,,,,Zofia,0.0,,False,,,,Ying,,,,,,,3,attack,False,,,,Zofia,1.0,,False,,,,Ying,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kafe,True,Jackal,Ying,Clash,Mira,,5,4,1,4,attack,True,,,,Zofia,0,,False,,,,Hibana,,,,,,,4,attack,False,,,,Zofia,0,,False,,,,Hibana,,,,,,,1,attack,True,,,,Zofia,0,,True,,,,Hibana,,,,,,,1,defense,True,,,,Rook,1.0,,True,,,,Doc,,,,,,,4,defense,True,,,,Rook,0.0,,True,,,,Kaid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Coastline,False,,,,,,6,2,4,1,attack,True,,,,Gridlock,1,,True,,,,Ash,,,,,,,1,attack,True,,,,Gridlock,1,,True,,,,Ash,,,,,,,3,attack,False,,,,Ash,1,,False,,,,Gridlock,,,,,,,1,defense,False,,,,Castle,0.0,,False,,,,Pulse,,,,,,,1,defense,False,,,,Castle,0.0,,False,,,,Pulse,,,,,,,3,defense,False,,,,Castle,0.0,,False,,,,Pulse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Club House,True,,,,,,5,4,1,1,attack,True,,,,Ash,0,,False,,,,Gridlock,,,,,,,1,attack,True,,,,Ash,0,,True,,,,Gridlock,,,,,,,1,attack,True,,,,Ash,2,,True,,,,Gridlock,,,,,,,1,defense,False,,,,Castle,0.0,,False,,,,Frost,,,,,,,1,defense,True,,,,Castle,4.0,,True,,,,Frost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Theme Park,True,,,,,,4,4,0,1,defense,True,,,,Castle,0,,False,,,,Pulse,,,,,,,2,defense,True,,,,Thorn,2,,False,,,,Pulse,,,,,,,3,defense,True,,,,Castle,4,,True,,,,Azami,,,,,,,1,attack,True,,,,Ash,0.0,,True,,,,Thermite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Coastline,False,Dokkaebi,Osa,Fenrir,Clash,,6,2,4,1,defense,False,,,,Rook,0,,False,,,,Doc,,,,,,,2,defense,True,,,,Rook,0,,False,,,,Doc,,,,,,,4,defense,False,,,,Ela,0,,False,,,,Ram,,,,,,,1,attack,True,,,,nokk,0.0,,False,,,,Ying,,,,,,,2,attack,False,,,,Zofia,0.0,,False,,,,Hibana,,,,,,,3,attack,False,,,,Zofia,0.0,,False,,,,Ram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Oregon,False,Thatcher,Jackal,Fenrir,Clash,,9,4,5,1,attack,False,,,,Zofia,0,,False,,,,Hibana,,,,,,,4,attack,False,,,,Zofia,0,,False,,,,Hibana,,,,,,,2,attack,False,,,,Zofia,1,,False,,,,Ram,,,,,,,4,defense,True,,,,Mute,0.0,,True,,,,Mira,,,,,,,1,defense,True,,,,Rook,0.0,,True,,,,Mira,,,,,,,2,defense,True,,,,Rook,1.0,,False,,,,Lesion,,,,,,,1,attack,False,,,,Zofia,0.0,,False,,,,Ying,,,,,,,1,defense,True,,,,Rook,0.0,,True,,,,Mira,,,,,,,4,attack,False,,,,Thermite,0.0,,False,,,,Osa,,,,,,
,Border,False,Thatcher,Jackal,Fenrir,Kapkan,,6,2,4,1,attack,True,,,,Zofia,0,,True,,,,Ying,,,,,,,1,attack,False,,,,Zofia,0,,False,,,,Ying,,,,,,,2,attack,False,,,,Zofia,0,,False,,,,Ram,,,,,,,1,defense,False,,,,Rook,2.0,,False,,,,Doc,,,,,,,1,defense,True,,,,Rook,1.0,,False,,,,Doc,,,,,,,3,defense,False,,,,Thorn,0.0,,False,,,,Lesion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kanal,False,Jackal,Brava,Clash,nothing,,6,2,4,1,attack,False,,,,Zofia,1,,False,,,,Ying,,,,,,,2,attack,True,,,,Zofia,0,,True,,,,Ram,,,,,,,4,attack,False,,,,Ram,2,,False,,,,Zofia,,,,,,,1,defense,False,,,,Thorn,0.0,,False,,,,Rook,,,,,,,1,defense,True,,,,Thorn,2.0,,True,,,,Fenrir,,,,,,,4,defense,False,,,,Thorn,0.0,,False,,,,Fenrir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Villa,True,Dokkaebi,Fuze,Clash,nothing,,9,5,4,1,attack,False,,,,Jackal,0,,False,,,,Zofia,,,,,,,2,attack,False,,,,Jackal,0,,False,,,,Zofia,,,,,,,4,attack,False,,,,Lion,1,,False,,,,Ying,,,,,,,2,defense,True,,,,Valkyrie,0.0,,True,,,,Frost,,,,,,,1,defense,True,,,,Valkyrie,0.0,,True,,,,Echo,,,,,,,4,defense,True,,,,Alibi,2.0,,True,,,,Fenrir,,,,,,,1,attack,False,,,,Lion,1.0,,False,,,,Ying,,,,,,,1,defense,True,,,,Alibi,0.0,,True,,,,Echo,,,,,,,2,attack,True,,,,Lion,0.0,,False,,,,Ying,,,,,,
,Kafe,True,,,,,,6,4,2,1,attack,False,,,,Thermite,1,,False,,,,Ash,,,,,,,2,attack,True,,,,Thermite,0,,True,,,,Ash,,,,,,,4,attack,False,,,,Jackal,1,,False,,,,Ash,,,,,,,1,defense,True,,,,Alibi,0.0,,True,,,,Castle,,,,,,,4,defense,True,,,,Tachanka,0.0,,True,,,,Kaid,,,,,,,3,defense,True,,,,Tachanka,2.0,,True,,,,Alibi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Consulate,False,,,,,,5,1,4,1,defense,True,,,,Tachanka,0,,False,,,,Alibi,,,,,,,2,defense,False,,,,Tachanka,1,,False,,,,Alibi,,,,,,,3,defense,False,,,,Tachanka,0,,False,,,,Kaid,,,,,,,1,attack,False,,,,Lion,1.0,,False,,,,Jackal,,,,,,,4,attack,False,,,,Lion,0.0,,False,,,,Jackal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lair,False,,,,,,5,1,4,1,defense,False,,,,Tachanka,0,,False,,,,Kapkan,,,,,,,1,defense,True,,,,Tachanka,0,,False,,,,Lesion,,,,,,,4,defense,False,,,,Tachanka,1,,False,,,,Lesion,,,,,,,1,attack,False,,,,Thermite,0.0,,False,,,,Brava,,,,,,,4,attack,False,,,,Ram,1.0,,False,,,,Grim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Coastline,False,Dokkaebi,Jackal,Warden,Clash,,8,3,5,1,defense,True,,,,Thorn,1,,True,,,,Lesion,,,,,,,2,defense,True,,,,Thorn,2,,True,,,,Fenrir,,,,,,,3,defense,False,,,,Thorn,0,,False,,,,Alibi,,,,,,,1,attack,False,,,,nokk,0.0,,False,,,,Brava,,,,,,,2,attack,True,,,,Ying,0.0,,False,,,,Grim,,,,,,,3,attack,True,,,,Ying,0.0,,False,,,,Ram,,,,,,,1,attack,False,,,,Ying,0.0,,False,,,,Grim,,,,,,,1,defense,False,,,,Thorn,1.0,,False,,,,Lesion,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kafe,True,Dokkaebi,Jackal,Fenrir,Mira,,4,4,0,1,attack,True,,,,Ying,0,,False,,,,Hibana,,,,,,,1,attack,True,,,,Ying,0,,False,,,,Brava,,,,,,,4,attack,True,,,,Ying,0,,False,,,,Ram,,,,,,,1,defense,True,,,,Thunderbird,0.0,,True,,,,Alibi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Outback,False,,,,,,7,3,4,1,attack,True,,,,sledge,0,,False,,,,maverick,3,,True,,,,1,attack,True,,,,sledge,2,,False,,,,maverick,2,,True,,,,1,attack,False,,,,sledge,0,,False,,,,maverick,0,,False,,,,1,,False,,,,mute,2.0,,False,,,,smoke,0,,False,,,,1,,True,,,,mute,2.0,,True,,,,clash,1,,True,,,,2,,False,,,,mute,0.0,,False,,,,smoke,0,,False,,,,1,attack,False,,,,maverick,0.0,,False,,,,ying,0,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Oregon,False,,,,,,5,1,4,1,,False,,,,thorn,0,,False,,,,mira,0,,False,,,,1,,False,,,,mute,0,,False,,,,mira,0,,False,,,,4,,True,,,,mute,1,,False,,,,mira,0,,False,,,,1,attack,False,,,,sledge,0.0,,False,,,,capitao,0,,False,,,,4,attack,False,,,,sledge,0.0,,False,,,,grim,0,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Consulate,False,,,,,,7,3,4,1,attack,False,,,,maverick,0,,False,,,,grim,0,,False,,,,4,attack,True,,,,maverick,2,,True,,,,ying,1,,True,,,,4,attack,False,,,,maverick,0,,False,,,,ying,0,,False,,,,1,,True,,,,mute,0.0,,True,,,,alibi,0,,True,,,,4,,True,,,,mute,1.0,,True,,,,kaid,2,,True,,,,2,,False,,,,mute,2.0,,False,,,,lesion,0,,False,,,,1,attack,False,,,,sledge,1.0,,False,,,,grim,0,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Oregon,False,thatcher,jackal,fenrir,kapkan,,5,1,4,1,attack,False,,,,sledge,0,,False,,,,grim,0,,True,,,,4,attack,True,,,,sledge,0,,False,,,,maverick,0,,True,,,,4,attack,False,,,,sledge,0,,False,,,,maverick,0,,True,,,,1,,False,,,,thorn,1.0,,False,,,,mira,0,,True,,,,4,,False,,,,mute,0.0,,False,,,,mira,0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Skyscraper,True,jackal,dokkaebi,fenrir,clash,,9,5,4,1,attack,False,,,,maverick,0,,False,,,,thatcher,0,,True,,,,2,attack,False,,,,maverick,0,,False,,,,sledge,0,,True,,,,3,attack,True,,,,maverick,1,,True,,,,sledge,0,,True,,,,1,,True,,,,thorn,0.0,,True,,,,frost,3,,True,,,,2,,False,,,,tachanka,0.0,,False,,,,lesion,2,,True,,,,2,,True,,,,tachanka,1.0,,True,,,,lesion,0,,True,,,,1,attack,True,,,,maverick,1.0,,True,,,,ying,2,,True,,,,1,,False,,,,maestro,0.0,,False,,,,frost,1,,False,,,,2,attack,True,,,,maverick,0.0,,True,,,,ying,3,,True,,,
,Chalet,True,kali,osa,fenrir,clash,,5,4,1,1,attack,True,,,,sledge,0,,False,,,,maverick,1,,True,,,,1,attack,True,,,,finka,1,,False,,,,grim,0,,True,,,,3,attack,True,,,,ram,1,,False,,,,fuze,2,,True,,,,4,defense,False,,,,mute,1.0,,False,,,,mira,0,,False,,,,1,defense,True,,,,thorn,0.0,,False,,,,castle,2,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Outback,True,blitz,jackal,caveira,clash,,6,4,2,1,attack,True,,,,finka,0,,False,,,,maverick,1,,True,,,,1,attack,True,,,,finka,1,,False,,,,maverick,2,,True,,,,1,attack,False,,,,finka,0,,False,,,,maverick,1,,False,,,,1,defense,False,,,,maestro,0.0,,False,,,,lesion,0,,False,,,,1,defense,True,,,,maestro,0.0,,True,,,,fenrir,2,,True,,,,2,defense,True,,,,alibi,0.0,,False,,,,mute,2,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nighthaven,True,thatcher,dokkaebi,caveira,nothing,,5,4,1,1,attack,False,,,,finka,0,,False,,,,grim,0,,False,,,,4,attack,True,,,,finka,0,,False,,,,ying,2,,True,,,,4,attack,True,,,,finka,0,,True,,,,ying,1,,False,,,,1,defense,True,,,,maestro,2.0,,True,,,,lesion,2,,False,,,,4,defense,True,,,,ela,0.0,,False,,,,fenrir,1,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Skyscraper,False,blitz,nothing,fenrir,nothing,,8,3,5,1,defense,False,,,,mute,0,,False,,,,frost,2,,False,,,,1,defense,True,,,,echo,0,,True,,,,frost,3,,True,,,,4,defense,True,,,,thorn,0,,False,,,,kapkan,1,,False,,,,1,attack,False,,,,sledge,0.0,,False,,,,ying,1,,False,,,,2,attack,False,,,,osa,0.0,,False,,,,ying,2,,False,,,,4,attack,True,,,,ram,1.0,,True,,,,ying,0,,False,,,,1,attack,False,,,,sledge,2.0,,False,,,,ying,0,,False,,,,1,defense,False,,,,thorn,1.0,,False,,,,frost,3,,False,,,,,,,,,,,,,,,,,,,,,,,
,Club House,True,,,,,,5,4,1,1,attack,True,,,,Thermite,3,,True,,,,sens,0,,False,,,,2,attack,False,,,,iq,1,,False,,,,thatcher,0,,False,,,,1,attack,True,,,,Thermite,0,,True,,,,osa,0,,False,,,,1,defense,True,,,,thorn,0.0,,False,,,,mute,0,,False,,,,2,defense,True,,,,thorn,0.0,,True,,,,kaid,1,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lair,False,jackal,fuze,caveira,clash,,5,1,4,1,defense,True,,,,thorn,0,,False,,,,lesion,2,,True,,,,4,defense,False,,,,thorn,0,,False,,,,pulse,1,,False,,,,4,defense,False,,,,maestro,0,,False,,,,mute,0,,False,,,,1,attack,False,,,,nokk,0.0,,True,,,,sledge,0,,False,,,,2,attack,False,,,,thermite,0.0,,False,,,,sledge,0,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Theme Park,False,blitz,dokkaebi,clash,fenrir,,4,0,4,1,attack,False,,,,ash,1,,False,,,,ying,2,,False,,,,2,attack,False,,,,ash,1,,False,,,,ying,0,,False,,,,4,attack,False,,,,ash,1,,False,,,,ram,2,,True,,,,1,defense,False,,,,alibi,0.0,,False,,,,azami,1,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Skyscraper,False,,,,,,5,1,4,1,attack,False,,,,dokkaebi,0,,False,,,,ace,0,,False,,,,2,attack,False,,,,dokkaebi,0,,False,,,,jackal,1,,False,,,,4,attack,True,,,,dokkaebi,0,,False,,,,jackal,0,,False,,,,1,defense,False,,,,vigil,0.0,,False,,,,frost,0,,False,,,,2,defense,False,,,,vigil,0.0,,False,,,,oryx,0,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Consulate,True,,,,,,7,4,3,1,attack,False,,,,dokkaebi,0,,True,,,,amaru,0,,True,,,,4,attack,False,,,,dokkaebi,1,,False,,,,ying,0,,False,,,,2,attack,False,,,,ash,0,,False,,,,ram,0,,False,,,,1,defense,True,,,,vigil,0.0,,True,,,,fenrir,0,,False,,,,4,defense,True,,,,vigil,0.0,,False,,,,lesion,3,,True,,,,2,defense,True,,,,vigil,1.0,,True,,,,lesion,1,,True,,,,1,attack,True,,,,ash,0.0,,True,,,,amaru,0,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Club House,False,,,,,,6,2,4,2,attack,True,,,,brava,1,,True,,,,amaru,1,,True,,,,4,attack,True,,,,ash,0,,False,,,,ace,1,,True,,,,1,attack,False,,,,ash,0,,False,,,,ace,0,,False,,,,2,defense,False,,,,castle,1.0,,False,,,,mute,0,,False,,,,1,defense,False,,,,castle,1.0,,False,,,,mute,1,,False,,,,1,defense,False,,,,castle,0.0,,False,,,,frost,1,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lair,True,,,,,,5,4,1,1,attack,True,,,,ash,0,,True,,,,grim,0,,True,,,,1,attack,False,,,,ash,0,,False,,,,grim,0,,False,,,,4,attack,True,,,,ash,0,,False,,,,brava,0,,False,,,,1,defense,True,,,,castle,0.0,,False,,,,kaid,1,,True,,,,2,defense,True,,,,castle,0.0,,False,,,,kaid,5,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kanal,False,,,,,,6,2,4,1,attack,False,,,,thermite,0,,False,,,,amaru,0,,False,,,,2,attack,False,,,,ash,0,,False,,,,ram,2,,False,,,,4,attack,False,,,,ash,2,,True,,,,ram,1,,True,,,,1,defense,True,,,,castle,0.0,,False,,,,fenrir,2,,True,,,,4,defense,True,,,,castle,1.0,,False,,,,kapkan,1,,True,,,,2,defense,False,,,,castle,0.0,,False,,,,lesion,0,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Theme Park,True,,,,,,6,4,2,3,defense,True,,,,alibi,0,,True,,,,,0,,True,,,,1,defense,True,,,,alibi,0,,True,,,,kapkan,3,,True,,,,2,defense,True,,,,alibi,2,,True,,,,kapkan,2,,True,,,,2,attack,False,,,,jackal,0.0,,False,,,,ying,0,,False,,,,1,attack,False,,,,jackal,1.0,,False,,,,ying,1,,False,,,,4,attack,True,,,,jackal,2.0,,True,,,,ram,0,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
